25 500
1211 1184 16
1348 968 15
1420 3279 13
3033 230 10
1515 2251 15
2880 435 14
884 2478 16
3423 3160 9
1946 502 14
458 2235 16
2341 270 8
1958 751 12
3296 835 11
1280 402 12
2417 2004 16
3305 2217 13
1906 626 13
1945 119 16
108 3486 16
1614 209 8
92 1280 10
130 3353 14
2769 2642 9
307 1915 12
1046 2168 16
1013 77 11
1072 3244 14
3332 3323 12
3395 89 14
2696 2085 13
3311 2446 10
3431 2774 15
1758 2111 9
1731 2279 8
3496 3328 12
3180 811 14
1060 3464 14
3055 2795 9
428 736 10
2523 3268 10
3488 3140 16
505 1124 9
1150 550 8
2702 858 11
1514 266 13
924 648 15
1343 114 8
1353 173 13
233 1444 15
2749 1559 11
1714 2691 8
494 562 11
812 2365 11
911 837 11
440 1250 10
629 2911 9
667 1869 15
3028 2777 9
507 1187 8
2591 2895 15
2977 1786 10
2949 3009 11
2612 829 16
3096 3067 13
2902 3226 9
495 671 13
3081 2563 10
2475 872 9
835 2367 14
701 685 8
417 2123 10
3148 1647 8
1642 503 15
1541 3036 13
2397 2636 14
3406 3377 14
78 2996 8
3093 3282 13
3494 711 11
202 2591 15
208 1787 10
2957 2417 10
685 626 8
3280 1933 16
2023 2530 15
837 1870 16
1767 2815 8
149 1643 11
2872 1732 8
780 2299 8
1123 3308 8
2811 2450 15
2879 1077 15
2023 1770 16
3388 1943 13
2602 837 9
357 2854 11
1703 271 16
1526 2575 14
1349 1048 10
1047 2909 14
3070 2196 14
1556 3035 10
3398 3189 12
1052 3426 12
2148 2380 16
2522 1745 11
2967 3164 9
2631 227 12
478 2389 14
496 2037 13
1946 380 13
1753 1014 10
709 413 12
2052 6 9
2180 2301 12
2024 1225 8
1378 1917 13
1657 533 11
2063 579 14
2620 675 13
3347 3298 13
1124 298 10
3155 125 12
3234 2868 15
3360 687 10
2099 1164 8
3092 284 9
2227 181 15
2729 3101 10
338 2110 11
2778 1611 13
2439 2219 11
153 2506 10
2582 682 13
3082 1843 11
1650 853 16
366 190 14
911 1903 16
3190 2453 12
1088 3200 16
1964 3196 12
3048 1385 9
3416 2033 8
2865 265 14
1375 2075 11
659 1645 9
3403 1706 9
806 2514 13
3054 1499 9
300 1339 12
1105 1871 14
2753 3266 10
1315 2152 13
